FIPS_Code,Stabr,Area_Name,Attribute,Value
1009,AL,Blount County,POV017_2023,2250
1009,AL,Blount County,CI90LB017_2023,1652
1009,AL,Blount County,CI90UB017_2023,2848
1009,AL,Blount County,PCTPOV017_2023,16.6
1009,AL,Blount County,CI90LB017P_2023,12.2
1009,AL,Blount County,CI90UB017P_2023,21
1009,AL,Blount County,POV517_2023,1587
1009,AL,Blount County,CI90LB517_2023,1124
1009,AL,Blount County,CI90UB517_2023,2050
1009,AL,Blount County,PCTPOV517_2023,15.8
1009,AL,Blount County,CI90LB517P_2023,11.2
1009,AL,Blount County,CI90UB517P_2023,20.4
1009,AL,Blount County,MEDHHINC_2023,64962
1009,AL,Blount County,CI90LBINC_2023,59013
1009,AL,Blount County,CI90UBINC_2023,70911
1011,AL,Bullock County,Rural_Urban_Continuum_Code_2013,6
1011,AL,Bullock County,Urban_Influence_Code_2013,6
1011,AL,Bullock County,Rural_Urban_Continuum_Code_2023,8
1011,AL,Bullock County,Urban_Influence_Code_2024,6
1011,AL,Bullock County,POVALL_2023,2779
1011,AL,Bullock County,CI90LBALL_2023,2162
1011,AL,Bullock County,CI90UBALL_2023,3396
1011,AL,Bullock County,PCTPOVALL_2023,33.6
1011,AL,Bullock County,CI90LBALLP_2023,26.1
1011,AL,Bullock County,CI90UBALLP_2023,41.1
1011,AL,Bullock County,POV017_2023,791
1011,AL,Bullock County,CI90LB017_2023,557
1011,AL,Bullock County,CI90UB017_2023,1025
1011,AL,Bullock County,PCTPOV017_2023,39.8
1011,AL,Bullock County,CI90LB017P_2023,28
1011,AL,Bullock County,CI90UB017P_2023,51.6
1011,AL,Bullock County,POV517_2023,566
1011,AL,Bullock County,CI90LB517_2023,385
1011,AL,Bullock County,CI90UB517_2023,747
1011,AL,Bullock County,PCTPOV517_2023,37.9
1011,AL,Bullock County,CI90LB517P_2023,25.8
1011,AL,Bullock County,CI90UB517P_2023,50
1011,AL,Bullock County,MEDHHINC_2023,36204
1011,AL,Bullock County,CI90LBINC_2023,31398
1011,AL,Bullock County,CI90UBINC_2023,41010
1013,AL,Butler County,Rural_Urban_Continuum_Code_2013,6
1013,AL,Butler County,Urban_Influence_Code_2013,6
1013,AL,Butler County,Rural_Urban_Continuum_Code_2023,6
1013,AL,Butler County,Urban_Influence_Code_2024,6
1013,AL,Butler County,POVALL_2023,4263
1013,AL,Butler County,CI90LBALL_2023,3469
1013,AL,Butler County,CI90UBALL_2023,5057
1013,AL,Butler County,PCTPOVALL_2023,23.6
1013,AL,Butler County,CI90LBALLP_2023,19.2
1013,AL,Butler County,CI90UBALLP_2023,28
1013,AL,Butler County,POV017_2023,1517
1013,AL,Butler County,CI90LB017_2023,1171
1013,AL,Butler County,CI90UB017_2023,1863
1013,AL,Butler County,PCTPOV017_2023,37.4
1013,AL,Butler County,CI90LB017P_2023,28.9
1013,AL,Butler County,CI90UB017P_2023,45.9
1013,AL,Butler County,POV517_2023,1054
1013,AL,Butler County,CI90LB517_2023,766
1013,AL,Butler County,CI90UB517_2023,1342
1013,AL,Butler County,PCTPOV517_2023,35.3
1013,AL,Butler County,CI90LB517P_2023,25.7
1013,AL,Butler County,CI90UB517P_2023,44.9
1013,AL,Butler County,MEDHHINC_2023,44729
1013,AL,Butler County,CI90LBINC_2023,40192
1013,AL,Butler County,CI90UBINC_2023,49266
1015,AL,Calhoun County,Rural_Urban_Continuum_Code_2013,3
1015,AL,Calhoun County,Urban_Influence_Code_2013,2
1015,AL,Calhoun County,Rural_Urban_Continuum_Code_2023,3
1015,AL,Calhoun County,Urban_Influence_Code_2024,4
1015,AL,Calhoun County,POVALL_2023,22174
1015,AL,Calhoun County,CI90LBALL_2023,19284
1015,AL,Calhoun County,CI90UBALL_2023,25064
1015,AL,Calhoun County,PCTPOVALL_2023,20.1
1015,AL,Calhoun County,CI90LBALLP_2023,17.5
1015,AL,Calhoun County,CI90UBALLP_2023,22.7
1015,AL,Calhoun County,POV017_2023,6923
1015,AL,Calhoun County,CI90LB017_2023,5829
1015,AL,Calhoun County,CI90UB017_2023,8017
1015,AL,Calhoun County,PCTPOV017_2023,28.5
1015,AL,Calhoun County,CI90LB017P_2023,24
1015,AL,Calhoun County,CI90UB017P_2023,33
1015,AL,Calhoun County,POV517_2023,4451
1015,AL,Calhoun County,CI90LB517_2023,3498
1015,AL,Calhoun County,CI90UB517_2023,5404
1015,AL,Calhoun County,PCTPOV517_2023,25
1015,AL,Calhoun County,CI90LB517P_2023,19.7
1015,AL,Calhoun County,CI90UB517P_2023,30.3
1015,AL,Calhoun County,MEDHHINC_2023,51841
1015,AL,Calhoun County,CI90LBINC_2023,48155
1015,AL,Calhoun County,CI90UBINC_2023,55527
1017,AL,Chambers County,Rural_Urban_Continuum_Code_2013,6
1017,AL,Chambers County,Urban_Influence_Code_2013,5
1017,AL,Chambers County,Rural_Urban_Continuum_Code_2023,6
1017,AL,Chambers County,Urban_Influence_Code_2024,5
1017,AL,Chambers County,POVALL_2023,5661
1017,AL,Chambers County,CI90LBALL_2023,4296
1017,AL,Chambers County,CI90UBALL_2023,7026
1017,AL,Chambers County,PCTPOVALL_2023,17.1
1017,AL,Chambers County,CI90LBALLP_2023,13
1017,AL,Chambers County,CI90UBALLP_2023,21.2
1017,AL,Chambers County,POV017_2023,1814
1017,AL,Chambers County,CI90LB017_2023,1196
1017,AL,Chambers County,CI90UB017_2023,2432
1017,AL,Chambers County,PCTPOV017_2023,26
1017,AL,Chambers County,CI90LB017P_2023,17.1
1017,AL,Chambers County,CI90UB017P_2023,34.9
1017,AL,Chambers County,POV517_2023,1329
1017,AL,Chambers County,CI90LB517_2023,856
1017,AL,Chambers County,CI90UB517_2023,1802
1017,AL,Chambers County,PCTPOV517_2023,25.8
1017,AL,Chambers County,CI90LB517P_2023,16.6
1017,AL,Chambers County,CI90UB517P_2023,35
1017,AL,Chambers County,MEDHHINC_2023,50390
1017,AL,Chambers County,CI90LBINC_2023,44560
1017,AL,Chambers County,CI90UBINC_2023,56220
1019,AL,Cherokee County,Rural_Urban_Continuum_Code_2013,6
1019,AL,Cherokee County,Urban_Influence_Code_2013,6
1019,AL,Cherokee County,Rural_Urban_Continuum_Code_2023,8
1019,AL,Cherokee County,Urban_Influence_Code_2024,6
1019,AL,Cherokee County,POVALL_2023,3949
1019,AL,Cherokee County,CI90LBALL_2023,3042
1019,AL,Cherokee County,CI90UBALL_2023,4856
1019,AL,Cherokee County,PCTPOVALL_2023,15.6
1019,AL,Cherokee County,CI90LBALLP_2023,12
1019,AL,Cherokee County,CI90UBALLP_2023,19.2
1019,AL,Cherokee County,POV017_2023,966
1019,AL,Cherokee County,CI90LB017_2023,640
1019,AL,Cherokee County,CI90UB017_2023,1292
1019,AL,Cherokee County,PCTPOV017_2023,20.5
1019,AL,Cherokee County,CI90LB017P_2023,13.6
1019,AL,Cherokee County,CI90UB017P_2023,27.4
1019,AL,Cherokee County,POV517_2023,717
1019,AL,Cherokee County,CI90LB517_2023,462
1019,AL,Cherokee County,CI90UB517_2023,972
1019,AL,Cherokee County,PCTPOV517_2023,20.3
1019,AL,Cherokee County,CI90LB517P_2023,13.1
1019,AL,Cherokee County,CI90UB517P_2023,27.5
1019,AL,Cherokee County,MEDHHINC_2023,56400
1019,AL,Cherokee County,CI90LBINC_2023,50628
1019,AL,Cherokee County,CI90UBINC_2023,62172
1021,AL,Chilton County,Rural_Urban_Continuum_Code_2013,1
1021,AL,Chilton County,Urban_Influence_Code_2013,1
1021,AL,Chilton County,Rural_Urban_Continuum_Code_2023,1
1021,AL,Chilton County,Urban_Influence_Code_2024,1
1021,AL,Chilton County,POVALL_2023,7026
1021,AL,Chilton County,CI90LBALL_2023,5487
1021,AL,Chilton County,CI90UBALL_2023,8565
1021,AL,Chilton County,PCTPOVALL_2023,15.3
1021,AL,Chilton County,CI90LBALLP_2023,12
1021,AL,Chilton County,CI90UBALLP_2023,18.6
1021,AL,Chilton County,POV017_2023,2355
1021,AL,Chilton County,CI90LB017_2023,1647
1021,AL,Chilton County,CI90UB017_2023,3063
1021,AL,Chilton County,PCTPOV017_2023,21.5
1021,AL,Chilton County,CI90LB017P_2023,15
1021,AL,Chilton County,CI90UB017P_2023,28
1021,AL,Chilton County,POV517_2023,1576
1021,AL,Chilton County,CI90LB517_2023,1050
1021,AL,Chilton County,CI90UB517_2023,2102
1021,AL,Chilton County,PCTPOV517_2023,19.3
1021,AL,Chilton County,CI90LB517P_2023,12.8
1021,AL,Chilton County,CI90UB517P_2023,25.8
1021,AL,Chilton County,MEDHHINC_2023,59165
1021,AL,Chilton County,CI90LBINC_2023,55581
1021,AL,Chilton County,CI90UBINC_2023,62749
1023,AL,Choctaw County,Rural_Urban_Continuum_Code_2013,9
1023,AL,Choctaw County,Urban_Influence_Code_2013,10
1023,AL,Choctaw County,Rural_Urban_Continuum_Code_2023,9
1023,AL,Choctaw County,Urban_Influence_Code_2024,9
1023,AL,Choctaw County,POVALL_2023,3017
1023,AL,Choctaw County,CI90LBALL_2023,2420
1023,AL,Choctaw County,CI90UBALL_2023,3614
1023,AL,Choctaw County,PCTPOVALL_2023,24.8
1023,AL,Choctaw County,CI90LBALLP_2023,19.9
1023,AL,Choctaw County,CI90UBALLP_2023,29.7
1023,AL,Choctaw County,POV017_2023,854
1023,AL,Choctaw County,CI90LB017_2023,633
1023,AL,Choctaw County,CI90UB017_2023,1075
1023,AL,Choctaw County,PCTPOV017_2023,35.8
1023,AL,Choctaw County,CI90LB017P_2023,26.5
1023,AL,Choctaw County,CI90UB017P_2023,45.1
1023,AL,Choctaw County,POV517_2023,575
1023,AL,Choctaw County,CI90LB517_2023,402
1023,AL,Choctaw County,CI90UB517_2023,748
1023,AL,Choctaw County,PCTPOV517_2023,32.9
1023,AL,Choctaw County,CI90LB517P_2023,23
1023,AL,Choctaw County,CI90UB517P_2023,42.8
1023,AL,Choctaw County,MEDHHINC_2023,47432
1023,AL,Choctaw County,CI90LBINC_2023,41597
1023,AL,Choctaw County,CI90UBINC_2023,53267
1025,AL,Clarke County,Rural_Urban_Continuum_Code_2013,7
1025,AL,Clarke County,Urban_Influence_Code_2013,11
1025,AL,Clarke County,Rural_Urban_Continuum_Code_2023,9
1025,AL,Clarke County,Urban_Influence_Code_2024,9
1025,AL,Clarke County,POVALL_2023,4174
1025,AL,Clarke County,CI90LBALL_2023,3131
1025,AL,Clarke County,CI90UBALL_2023,5217
1025,AL,Clarke County,PCTPOVALL_2023,19
1025,AL,Clarke County,CI90LBALLP_2023,14.3
1025,AL,Clarke County,CI90UBALLP_2023,23.7
1025,AL,Clarke County,POV017_2023,1386
1025,AL,Clarke County,CI90LB017_2023,938
1025,AL,Clarke County,CI90UB017_2023,1834
1025,AL,Clarke County,PCTPOV017_2023,28.7
1025,AL,Clarke County,CI90LB017P_2023,19.4
1025,AL,Clarke County,CI90UB017P_2023,38
1025,AL,Clarke County,POV517_2023,1020
1025,AL,Clarke County,CI90LB517_2023,669
1025,AL,Clarke County,CI90UB517_2023,1371
1025,AL,Clarke County,PCTPOV517_2023,29.1
1025,AL,Clarke County,CI90LB517P_2023,19.1
1025,AL,Clarke County,CI90UB517P_2023,39.1
1025,AL,Clarke County,MEDHHINC_2023,50868
1025,AL,Clarke County,CI90LBINC_2023,44973
1025,AL,Clarke County,CI90UBINC_2023,56763
1027,AL,Clay County,Rural_Urban_Continuum_Code_2013,9
1027,AL,Clay County,Urban_Influence_Code_2013,10
1027,AL,Clay County,Rural_Urban_Continuum_Code_2023,9
1027,AL,Clay County,Urban_Influence_Code_2024,9
1027,AL,Clay County,POVALL_2023,2337
1027,AL,Clay County,CI90LBALL_2023,1837
1027,AL,Clay County,CI90UBALL_2023,2837
1027,AL,Clay County,PCTPOVALL_2023,16.9
1027,AL,Clay County,CI90LBALLP_2023,13.3
1027,AL,Clay County,CI90UBALLP_2023,20.5
1027,AL,Clay County,POV017_2023,726
1027,AL,Clay County,CI90LB017_2023,509
1027,AL,Clay County,CI90UB017_2023,943
1027,AL,Clay County,PCTPOV017_2023,25
1027,AL,Clay County,CI90LB017P_2023,17.5
1027,AL,Clay County,CI90UB017P_2023,32.5
1027,AL,Clay County,POV517_2023,489
1027,AL,Clay County,CI90LB517_2023,323
1027,AL,Clay County,CI90UB517_2023,655
1027,AL,Clay County,PCTPOV517_2023,22.9
1027,AL,Clay County,CI90LB517P_2023,15.1
1027,AL,Clay County,CI90UB517P_2023,30.7
1027,AL,Clay County,MEDHHINC_2023,52077
1027,AL,Clay County,CI90LBINC_2023,45838
1027,AL,Clay County,CI90UBINC_2023,58316
1029,AL,Cleburne County,Rural_Urban_Continuum_Code_2013,8
1029,AL,Cleburne County,Urban_Influence_Code_2013,4
1029,AL,Cleburne County,Rural_Urban_Continuum_Code_2023,8
1029,AL,Cleburne County,Urban_Influence_Code_2024,3
1029,AL,Cleburne County,POVALL_2023,2432
1029,AL,Cleburne County,CI90LBALL_2023,1916
1029,AL,Cleburne County,CI90UBALL_2023,2948
1029,AL,Cleburne County,PCTPOVALL_2023,15.8
1029,AL,Cleburne County,CI90LBALLP_2023,12.5
1029,AL,Cleburne County,CI90UBALLP_2023,19.1
1029,AL,Cleburne County,POV017_2023,769
1029,AL,Cleburne County,CI90LB017_2023,560
1029,AL,Cleburne County,CI90UB017_2023,978
1029,AL,Cleburne County,PCTPOV017_2023,21.7
1029,AL,Cleburne County,CI90LB017P_2023,15.8
1029,AL,Cleburne County,CI90UB017P_2023,27.6
1029,AL,Cleburne County,POV517_2023,529
1029,AL,Cleburne County,CI90LB517_2023,369
1029,AL,Cleburne County,CI90UB517_2023,689
1029,AL,Cleburne County,PCTPOV517_2023,20.1
1029,AL,Cleburne County,CI90LB517P_2023,14
1029,AL,Cleburne County,CI90UB517P_2023,26.2
1029,AL,Cleburne County,MEDHHINC_2023,59526
1029,AL,Cleburne County,CI90LBINC_2023,52148
1029,AL,Cleburne County,CI90UBINC_2023,66904
1031,AL,Coffee County,Rural_Urban_Continuum_Code_2013,4
1031,AL,Coffee County,Urban_Influence_Code_2013,5
1031,AL,Coffee County,Rural_Urban_Continuum_Code_2023,4
1031,AL,Coffee County,Urban_Influence_Code_2024,5
1031,AL,Coffee County,POVALL_2023,9055
1031,AL,Coffee County,CI90LBALL_2023,7810
1031,AL,Coffee County,CI90UBALL_2023,10300
1031,AL,Coffee County,PCTPOVALL_2023,16.5
1031,AL,Coffee County,CI90LBALLP_2023,14.2
1031,AL,Coffee County,CI90UBALLP_2023,18.8
1031,AL,Coffee County,POV017_2023,2769
1031,AL,Coffee County,CI90LB017_2023,2203
1031,AL,Coffee County,CI90UB017_2023,3335
1031,AL,Coffee County,PCTPOV017_2023,21
1031,AL,Coffee County,CI90LB017P_2023,16.7
1031,AL,Coffee County,CI90UB017P_2023,25.3
1031,AL,Coffee County,POV517_2023,2140
1031,AL,Coffee County,CI90LB517_2023,1717
1031,AL,Coffee County,CI90UB517_2023,2563
1031,AL,Coffee County,PCTPOV517_2023,21.7
1031,AL,Coffee County,CI90LB517P_2023,17.4
1031,AL,Coffee County,CI90UB517P_2023,26
1031,AL,Coffee County,MEDHHINC_2023,64737
1031,AL,Coffee County,CI90LBINC_2023,59002
1031,AL,Coffee County,CI90UBINC_2023,70472
1033,AL,Colbert County,Rural_Urban_Continuum_Code_2013,3
1033,AL,Colbert County,Urban_Influence_Code_2013,2
1033,AL,Colbert County,Rural_Urban_Continuum_Code_2023,3
1033,AL,Colbert County,Urban_Influence_Code_2024,4
1033,AL,Colbert County,POVALL_2023,8912
1033,AL,Colbert County,CI90LBALL_2023,7303
1033,AL,Colbert County,CI90UBALL_2023,10521
1033,AL,Colbert County,PCTPOVALL_2023,15.4
1033,AL,Colbert County,CI90LBALLP_2023,12.6
1033,AL,Colbert County,CI90UBALLP_2023,18.2
1033,AL,Colbert County,POV017_2023,2507
1033,AL,Colbert County,CI90LB017_2023,1832
1033,AL,Colbert County,CI90UB017_2023,3182
1033,AL,Colbert County,PCTPOV017_2023,20.5
1033,AL,Colbert County,CI90LB017P_2023,15
1033,AL,Colbert County,CI90UB017P_2023,26
1033,AL,Colbert County,POV517_2023,1771
1033,AL,Colbert County,CI90LB517_2023,1280
1033,AL,Colbert County,CI90UB517_2023,2262
1033,AL,Colbert County,PCTPOV517_2023,19.7
1033,AL,Colbert County,CI90LB517P_2023,14.2
1033,AL,Colbert County,CI90UB517P_2023,25.2
1033,AL,Colbert County,MEDHHINC_2023,57770
1033,AL,Colbert County,CI90LBINC_2023,52928
1033,AL,Colbert County,CI90UBINC_2023,62612
1035,AL,Conecuh County,Rural_Urban_Continuum_Code_2013,7
1035,AL,Conecuh County,Urban_Influence_Code_2013,11
1035,AL,Conecuh County,Rural_Urban_Continuum_Code_2023,9
1035,AL,Conecuh County,Urban_Influence_Code_2024,9
1035,AL,Conecuh County,POVALL_2023,2920
1035,AL,Conecuh County,CI90LBALL_2023,2317
1035,AL,Conecuh County,CI90UBALL_2023,3523
1035,AL,Conecuh County,PCTPOVALL_2023,26.5
1035,AL,Conecuh County,CI90LBALLP_2023,21
1035,AL,Conecuh County,CI90UBALLP_2023,32
1035,AL,Conecuh County,POV017_2023,961
1035,AL,Conecuh County,CI90LB017_2023,728
1035,AL,Conecuh County,CI90UB017_2023,1194
1035,AL,Conecuh County,PCTPOV017_2023,43.1
1035,AL,Conecuh County,CI90LB017P_2023,32.7
1035,AL,Conecuh County,CI90UB017P_2023,53.5
1035,AL,Conecuh County,POV517_2023,686
1035,AL,Conecuh County,CI90LB517_2023,503
1035,AL,Conecuh County,CI90UB517_2023,869
1035,AL,Conecuh County,PCTPOV517_2023,42.6
1035,AL,Conecuh County,CI90LB517P_2023,31.2
1035,AL,Conecuh County,CI90UB517P_2023,54
1035,AL,Conecuh County,MEDHHINC_2023,46702
1035,AL,Conecuh County,CI90LBINC_2023,43315
1035,AL,Conecuh County,CI90UBINC_2023,50089
1037,AL,Coosa County,Rural_Urban_Continuum_Code_2013,8
1037,AL,Coosa County,Urban_Influence_Code_2013,3
1037,AL,Coosa County,Rural_Urban_Continuum_Code_2023,8
1037,AL,Coosa County,Urban_Influence_Code_2024,2
1037,AL,Coosa County,POVALL_2023,1809
1037,AL,Coosa County,CI90LBALL_2023,1372
1037,AL,Coosa County,CI90UBALL_2023,2246
1037,AL,Coosa County,PCTPOVALL_2023,18.2
1037,AL,Coosa County,CI90LBALLP_2023,13.8
1037,AL,Coosa County,CI90UBALLP_2023,22.6
1037,AL,Coosa County,POV017_2023,459
1037,AL,Coosa County,CI90LB017_2023,315
1037,AL,Coosa County,CI90UB017_2023,603
1037,AL,Coosa County,PCTPOV017_2023,28
1037,AL,Coosa County,CI90LB017P_2023,19.2
1037,AL,Coosa County,CI90UB017P_2023,36.8
1037,AL,Coosa County,POV517_2023,336
1037,AL,Coosa County,CI90LB517_2023,224
1037,AL,Coosa County,CI90UB517_2023,448
1037,AL,Coosa County,PCTPOV517_2023,28.2
1037,AL,Coosa County,CI90LB517P_2023,18.8
1037,AL,Coosa County,CI90UB517P_2023,37.6
1037,AL,Coosa County,MEDHHINC_2023,59736
1037,AL,Coosa County,CI90LBINC_2023,55224
1037,AL,Coosa County,CI90UBINC_2023,64248
1039,AL,Covington County,Rural_Urban_Continuum_Code_2013,6
1039,AL,Covington County,Urban_Influence_Code_2013,6
1039,AL,Covington County,Rural_Urban_Continuum_Code_2023,6
